gene_1	gene_2
HNRNPK	CIRBP
CIRBP	HNRNPK
QKI	QKI
CSNK2A1	CHD4
CSNK2A1	HNRNPL
CSNK2A1	CIRBP
CSNK2A1	MCM2
CSNK2A1	PDCD4
CSNK2A1	RBMX
YWHAE	KIF1C
YWHAE	RABEP1
TBL1XR1	GPS2
TBL1XR1	TBL1X
PUM2	DAZL
CCNB2	MCM2
SMAD3	NCOA6
SMAD2	NCOA6
SMAD2	KPNB1
CHD4	HIST3H3
VHL	EP300
SP1	VHL
CBX2	CSNK2A1
JAK2	CALM1
SFB2	SEC24
CSNK2A1	NCOR1
NCOR1	CSNK2A1
CD81	CCT3
CD81	CCT4
CD81	HIST3H3
CD81	HNRNPK
CD81	PDCD4
CD81	EWSR1
CD81	PCBP1
CD81	TUBA3C
CD81	TUBA4A
IGSF8	CSNK2A1
IGSF8	CCT3
IGSF8	CCT4
IGSF8	HIST3H3
IGSF8	HNRNPK
IGSF8	PDCD4
IGSF8	TUBA4A
ICAM1	CSNK2A1
ICAM1	CCT3
ICAM1	CCT4
ICAM1	HIST3H3
ICAM1	HNRNPK
ICAM1	TUBA4A
HDAC3	CCT2
HDAC3	CCT4
HDAC3	CCT7
HDAC3	CCT3
HDAC3	CCT6A
SHC1	EGFR
VHL	AR
AR	VHL
EGFR	TUBA4A
EGFR	KPNB1
EGFR	FBXO6
EP300	EWSR1
EWSR1	EWSR1
HNRNPK	SMAD3
JAK2	RBMX
SCT1	UBX2
KIF1C	YWHAE
DNAJB4	SMAD3
DNAJB4	TBL1X
NLGN3	PRDX2
KIF1C	YWHAQ
UBX2	RPT3
FAA4	FAA1
ARP3	GAS1
ARP3	RPN6
ARP3	RPT3
GAS1	RPN6
RIM21	MYO5
RIM21	RAD51
RIM21	RPN6
ESR1	PRDX2
SRPK2	YTHDC1
CLK3	KPNB1
CLK3	CLK3
SRPK2	SRPK2
SRPK2	PCBP1
SRPK2	AHCYL1
SRPK2	CLK1
SRPK2	CLK3
SRPK2	WDR5
SRPK2	APOBEC3C
EGFR	ICAM1
YWHAQ	TCP1
YWHAQ	HNRNPK
YWHAQ	HNRNPF
FBXO6	CCT5
FBXO6	CCT6A
FBXO6	EGFR
FBXO6	TCP1
FBXO6	YWHAQ
FBXO6	ARIH1
FBXO6	CCT2
FBXO6	HNRNPF
FBXO6	HNRNPL
FBXO6	IGSF8
FBXO6	KPNB1
FBXO6	NDUFS1
FBXO6	PCNA
FBXO6	PRPS1
FBXO6	RBMX
FBXO6	YWHAE
FBXO6	CCT4
FBXO6	CCT7
FBXO6	HNRNPK
FBXO6	HUWE1
FBXO6	MIR7-1
FBXO6	PCBP1
UBC	UBXN7
WWOX	HNRNPK
CCT5	CCT2
CCT6A	CCT3
CCT6A	CCT4
CCT7	CCT5
DNAJB1	DPYSL2
TUBA4A	PRPS1
CCT2	TCP1
CCT4	TCP1
CCT7	TCP1
DZIP3	ATXN1
HIST2H2AC	UBC
HIST2H2BE	UBC
HIST2H2AC	HIST2H2BE
HNRNPL	VHL
WWOX	CSNK2A1
WWOX	DAZAP1
WWOX	CCT2
WWOX	RBMX
WWOX	CCT7
WWOX	HNRNPF
WWOX	CCT6A
WWOX	PRPF31
CSNK1E	AHCYL1
CSNK1E	WDR5
CSNK1E	AHCYL2
EGFR	HUWE1
EGFR	CSNK2A1
EGFR	AKT2
UBC	CUL3
UBC	CALM1
UBC	CCT2
UBC	CCT4
UBC	CCT7
GPS2	NCOR2
NSD1	ESR1
EP300	SIRT1
VHL	SIRT1
RBFOX1	RBFOX1
RBFOX1	DAZAP2
SLX5	UBC
HUWE1	UBC
HUWE1	MCM2
HUWE1	HIST2H2BE
HUWE1	KPNB1
HUWE1	YWHAE
HUWE1	DNAJB1
HUWE1	PCBP1
HUWE1	HNRNPK
HUWE1	WWOX
HUWE1	TCP1
HUWE1	CCT2
HUWE1	CCT5
HUWE1	CCT3
HUWE1	CCT4
HUWE1	CCT6A
HUWE1	CCT7
DCAF16	CUL4A
EP300	AR
TERF1	EP300
CIRBP	LNX1
CLK3	SRPK2
CLK3	RBMX
DPYSL2	DPYSL2
DPYSL2	DPYSL5
HNRNPF	DZIP3
HNRNPK	RBM3
HNRNPK	PRPF31
HNRNPK	RASD1
HNRNPK	PCDHB14
HNRNPK	FBXL18
HNRNPK	PRR3
HNRNPK	YTHDC1
HNRNPK	ZNF385C
RBM3	RBMX
AHCYL1	AHCYL1
RBMX	RBMX
RBMX	APOBEC3C
RBMX	PRR3
QRICH1	QRICH1
ZNF317	AEN
BOLL	ZNF385C
LNX1	LNX1
NSD1	HIST3H3
UBXN7	UBC
EP300	UBC
EP300	WDR5
HIST3H3	LRIF1
HIST3H3	PCGF6
HIST3H3	RNF2
HIST3H3	HNRNPK
HIST3H3	HNRNPL
HIST3H3	CHD4
APP	QRICH1
QRICH1	APP
SUZ12	AR
SUZ12	EWSR1
SUZ12	CHD4
SUZ12	CCT3
SUZ12	EIF2AK3
SUZ12	RNF2
SUZ12	DAZAP1
RNF2	HNRNPL
RNF2	CHD4
RNF2	AR
RNF2	RBMX
RNF2	CALM1
RNF2	TBL1XR1
RNF2	EWSR1
RNF2	RBM47
RNF2	CCT3
RNF2	NDUFS1
RNF2	CCT5
RNF2	APP
RNF2	CIRBP
RNF2	WDR36
RNF2	CHD3
RNF2	OGFR
RNF2	TOP1
RNF2	DAZAP1
VHL	UBC
EGFR	NDUFS1
EGFR	PRIM1
EGFR	EWSR1
EGFR	YWHAQ
EGFR	APP
ARIH1	CUL3
ARIH1	CUL4A
UBC	ACS1
UBC	RPN6
UBC	RPT3
UBC	SAC1
UBC	BFR1
UBC	FAA1
UBC	VTI1
UBC	GAS1
CSNK1E	CSNK1E
SIRT1	SIRT1
JAK2	KPNB1
SEC24	VTI1
SEC24	SEC24
Cebpa	EP300
ESR1	CCT2
ESR1	CIRBP
ESR1	HIST2H2AC
POC1A	CCT7
POC1A	CCT4
POC1A	CCT6A
POC1A	CCT3
POC1A	TCP1
POC1A	CCT5
POC1A	CCT2
VSX1	CSNK2A1
VSX1	HIST2H2AC
GPS2	TBL1XR1
GPS2	FOXK2
DNAJB4	DNAJB1
WDR5	RNF2
WDR5	NCOA6
RBMX	QKI
RBMX	YTHDC1
TUBA3C	CCT3
EP300	MCM2
CIRBP	CCNB2
CCT6A	CCT2
CCT6B	CCT2
CCT6B	CCT3
CCT5	CCT4
CCT6B	CCT4
CCT6B	CCT6A
CCT6A	CCT7
CCT6B	CCT7
TUBA4A	HNRNPK
DAZAP1	PCBP1
PRDX2	PCBP1
DAZAP1	PRDX2
SMARCB1	TBL1X
SMARCB1	TBL1XR1
CCT5	TCP1
CCT6A	TCP1
CCT6B	TCP1
HNRNPL	YWHAE
CSNK2A1	RNF2
KRAS	PRPF31
APP	WDR5
APP	HIST2H2AC
APP	LNX1
APP	CSNK1E
APP	DZIP1L
APP	CUL3
APP	PCBD2
KRAS	CCT2
KRAS	GCM2
KRAS	HUWE1
KRAS	KRAS
KRAS	KMT2A
KRAS	WDR36
KMT2A	CHD3
ESR1	FOXK2
FOXK2	ESR1
EWSR1	PRDX2
EWSR1	NCOR1
EWSR1	MBIP
EWSR1	GMNN
EWSR1	QKI
EWSR1	NCOA6
EWSR1	KMT2A
EWSR1	PCNA
EWSR1	SIRT1
EWSR1	EP300
EWSR1	DAZAP1
EWSR1	DNAJB1
SRPK2	HNRNPK
SRPK2	MAP1S
SRPK2	RABEP1
SRPK2	RBMX
SRPK2	TOP1
CLK1	CLK1
CLK1	CUL3
CLK1	RBMX
CLK1	YTHDC1
ODF2	CYLD
POC1A	AHCYL1
CSNK1E	CRY2
LRIF1	NCKIPSD
POT1	TERF2IP
KPNB1	CHD8
KPNB1	YTHDC1
Hsph1	DNAJB1
Hsph1	DNAJB4
MAP3K7	SMAD3
RAD51	ESR1
ESR1	RAD51
FOXA1	SATB2
FOXK2	NCOR1
FOXK2	TBL1XR1
FOXK2	CHD4
FOXK2	NCOR2
FOXK2	SATB2
FOXK2	TBL1X
FOXK2	EIF2AK3
FOXK2	SRPK2
FOXK2	YTHDC1
CRY2	HUWE1
CRY2	CCT2
CRY2	HNRNPK
CRY2	YWHAE
CRY2	CCT5
CRY2	CCT4
CRY2	YWHAQ
CRY2	PCBP1
CRY2	CCT6A
PCNA	RAD51
ESR1	SUZ12
PCGF6	PCGF6
MCM2	APOBEC3C
MCM2	CCT6A
MCM2	CCT5
MCM2	CCT4
MCM2	CCT2
MCM2	CCT3
MCM2	TCP1
MCM2	ACTA1
MCM2	TUBA3C
MCM2	TUBA4A
MCM2	PCBP1
MCM2	HNRNPK
MCM2	PRDX2
MCM2	HNRNPF
MCM2	RBMX
MCM2	HIST2H2BE
MCM2	HIST2H2AC
MCM2	CCT7
MCM2	YWHAQ
MCM2	CCT6B
MCM2	NDUFS1
MCM2	DPYSL2
MCM2	EWSR1
MCM2	HNRNPL
MCM2	CALM1
MCM2	KPNB1
MCM2	TAB1
MCM2	RBM3
MCM2	CUL4A
MCM2	MAP3K7
MCM2	HIST3H3
MCM2	UBC
MCM2	YWHAE
MCM2	CHD3
UBXN7	CSNK1E
SHC1	SHC1
POL1	SPE1
NLGN3	MAP1S
PCNA	HUWE1
HEK2	PKC1
PKC1	NAB3
ABD1	PKC1
RPN6	TRS23
RPN6	COG3
DBF4	ABD1
TRS23	NAB3
COG3	ABD1
NAB2	DBF4
CCT3	RPN6
ARP3	COG3
VTI1	RPN6
VTI1	ARP3
VTI1	ABD1
POL1	DBF4
POL1	NAB3
APC1	TCP1
APC1	TRS23
APC1	ARP3
APC1	HRP1
HSP10	RPN6
HSP10	DBF4
ABD1	INO4
TCP1	TOP1
TRS23	SLX5
CCT3	SLX5
CCT3	PMS1
CCT3	BTS1
CCT7	BTS1
CCT5	TOP1
ARP3	PFA5
ARP3	AST1
ARP3	TAE1
ARP3	SNT1
ARP3	PBP4
ARP3	UBX2
ARP3	YMR196W
ARP3	PMS1
ARP3	GUP2
VTI1	SAC1
APC1	CAF16
APC1	SPE1
APC1	CKB2
HSP10	LOS1
HSP10	SAC1
HSP10	GAS1
HSP10	PMS1
GLN4	SAC1
MYO5	HRP1
VAC7	TRS23
VAC7	COG3
TOP1	PKC1
SCT1	INO4
YBL100W-C	SLX5
PIB1	INO4
PFA5	SLX5
POT1	INO4
PRY1	SLX5
PRY1	PMS1
TIF2	BTS1
MMM1	FAA4
MMM1	CKB2
QRI5	MUD2
PET111	DIA2
LAP2	INO4
RIM21	SLX5
RIM21	BTS1
YOL107W	SLX5
BTS1	GAS1
BTS1	CKB2
BTS1	DIA2
MCM2	COG3
MCM2	NAB3
PKC1	COG3
PKC1	VTI1
PKC1	ABD1
PKC1	GLN4
PKC1	RPN6
ABD1	NAB3
ABD1	CCT4
ABD1	ARP3
RPN6	NAB3
RPN6	ABD1
DBF4	COG3
DBF4	NAB3
DBF4	VTI1
TCP1	POL1
TRS23	CCT4
TRS23	COG3
TRS23	VTI1
RPT3	PKC1
COG3	TCP1
COG3	TRS23
COG3	VTI1
COG3	MCM2
NAB2	POL1
SEC24	DBF4
SEC24	TRS23
SEC24	COG3
SEC24	NAB3
CCT2	COG3
CCT3	TRS23
CCT7	COG3
ARP3	HSP10
VTI1	PKC1
VTI1	TRS23
VTI1	COG3
VTI1	DBF4
VTI1	NAB3
APC1	PKC1
APC1	NAB3
HRP1	POL1
HSP10	TRS23
HSP10	NAB3
GLN4	PKC1
GLN4	POL1
GLN4	NAB3
MCM2	GAS1
MCM2	DIA2
PKC1	AVT3
PKC1	TIF2
PKC1	BTS1
ABD1	SLX5
ABD1	TIF2
ABD1	TOP1
ABD1	CKB2
ABD1	DIA2
RPN6	MMM1
RPN6	UBX2
RPN6	SPE1
RPN6	PDE2
DBF4	ACS1
DBF4	IRC4
DBF4	TIF2
DBF4	SPE1
DBF4	POT1
DBF4	UBX2
DBF4	GAS1
DBF4	BTS1
TCP1	AIM3
TCP1	SLX5
TCP1	BTS1
TRS23	SNT1
TRS23	AVT3
RPT3	TIF2
RPT3	NHA1
RPT3	GAS1
COG3	IRC4
COG3	MMM1
COG3	MDY2
COG3	BTS1
COG3	HEK2
NAB2	AIM3
NAB2	MUD2
NAB2	SPE1
NAB2	DIA2
SEC24	SAC1
CCT2	SAC1
CCT2	PMS1
CCT3	AVT3
CCT3	MYO5
CCT7	SAC1
CCT7	PMS1
CCT7	PDE2
CCT5	SNT1
CCT5	MYO5
CCT5	BTS1
ARP3	MYO5
ARP3	TOP1
ARP3	INO4
ARP3	ADR1
ARP3	RAD51
ARP3	POT1
ARP3	DIA2
VTI1	DIA2
VTI1	BTS1
VTI1	SLX5
VTI1	SFB2
POL1	SAC1
POL1	TOP1
POL1	MMM1
POL1	GAS1
POL1	INO4
POL1	SNT1
POL1	ULI1
POL1	PRY1
APC1	AIM3
APC1	SNT1
APC1	PDE2
HSP10	SCT1
HSP10	PDE2
GLN4	AVT3
GLN4	GAS1
GLN4	BTS1
SCT1	COG3
SNT1	TCP1
YCR075W-A	COG3
PET100	PKC1
PET100	COG3
YER053C-A	RPN6
RAD51	POL1
ERG4	COG3
SDS23	NAB3
TIF2	PKC1
TIF2	DBF4
MUD2	RPN6
MUD2	COG3
MUD2	VTI1
MMM1	PKC1
MMM1	VTI1
QRI5	TCP1
MYO5	RPN6
MYO5	TCP1
MYO5	CCT5
FAA4	HSP10
PET111	DBF4
PET111	COG3
GAS1	TRS23
GAS1	COG3
GAS1	SEC24
SFB2	PKC1
SFB2	CCT4
SFB2	VTI1
VAC7	PKC1
VAC7	RPN6
VAC7	CCT4
VAC7	DBF4
VAC7	TCP1
VAC7	VTI1
VAC7	NAB3
TOP1	DBF4
MDY2	RPN6
MDY2	TRS23
MDY2	COG3
MDY2	VTI1
CKB2	TRS23
CKB2	COG3
PDE2	DBF4
PDE2	CCT5
PDE2	POL1
PDE2	HSP10
SCT1	SLX5
AST1	TIF2
AST1	BTS1
PET100	SNT1
ADR1	SLX5
PIB1	SLX5
PIB1	TIF2
PIB1	BTS1
CAF16	SNT1
CAF16	SLX5
RPO41	SCT1
RPO41	SPE1
RPO41	PDE2
ERG4	AIM3
ERG4	NHA1
ERG4	INO4
NEL1	NHA1
NEL1	DIA2
NEL1	PDE2
POT1	DSS4
TIF2	MMM1
TIF2	FAA1
MMM1	POT1
MMM1	LOS1
MMM1	YMR196W
COX19	SNT1
COX19	INO4
COX19	PDE2
NHA1	TIF2
QRI5	SNT1
QRI5	SPE1
QRI5	YMR196W
MYO5	AIM3
PET111	CKB2
PET111	PDE2
VAC7	SCT1
VAC7	AVT3
VAC7	DIA2
RIM21	DIA2
TOP1	PDE2
TOP1	BTS1
MDY2	DIA2
SLP1	UBX2
BIL1	DIA2
PDE2	PFA5
PDE2	SPE1
BTS1	SNT1
DSS4	SAC1
KRAS	EGFR
KRAS	SHC1
DHH1	PBP4
DHH1	CCT3
DHH1	GLN4
DHH1	RPT3
EGFR	TOP1
MAP3K7	CRBN
CRBN	MAP3K7
CRBN	TCP1
CRBN	CCT5
CRBN	CCT6A
CRBN	PRPS1
CRBN	HNRNPK
CRBN	RBMX
CRBN	HNRNPL
CHD4	EP300
EP300	CHD4
VHL	HUWE1
SMARCB1	VHL
CYLD	CYLD
ZNF746	TCP1
ZNF746	RBMX
ZNF746	CCT6A
ZNF746	CCT3
ZNF746	CCT4
ZNF746	HNRNPF
ZNF746	UBE3A
ZNF746	HIST3H3
ZNF746	ZNF746
ZNF746	PRPF31
EGFR	PPM1A
EGFR	TCP1
EGFR	HNRNPK
EGFR	CIRBP
EGFR	CBX2
EGFR	DAZL
AHCYL2	AHCYL1
DPYSL5	DPYSL2
AHCYL2	FOXK2
WDR5	PCGF6
KLHL36	CUL3
PCGF6	CSNK2A1
CLK3	YTHDC1
CLK3	SIRT1
CSNK1E	POTEF
CCT3	HDAC3
CLK3	AHCYL2
TUBA4A	CCT7
PRPF31	ARIH1
QKI	RBMX
CCT7	HDAC3
ICAM1	TUBB8
MBIP	TUBA4A
TUBA3C	CCT2
HS2ST1	APP
POC1A	POTEF
MCM2	TOP1
RBM3	YWHAE
RBM3	CCT4
RBM3	CCT3
UBC	HIST2H2AC
UBC	UBE3A
UBC	CAPN15
UBC	TAB1
UBC	MAP3K7
UBC	ACTA1
FAA1	PRY1
FAA4	PRY1
AR	SMARCB1
DZIP3	RABEP1
RAD51	TOP1
CYLD	PRDX2
CYLD	CALM1
CYLD	PCBP1
CYLD	TUBA4A
CYLD	HNRNPF
CYLD	CCT5
CYLD	CCT3
CYLD	YWHAE
CYLD	E2F7
CYLD	MAP3K7
CYLD	HNRNPK
CYLD	WDR5
CYLD	TAB1
CYLD	YWHAQ
CYLD	PRPF31
CYLD	CCT7
CYLD	PPM1A
CYLD	CCT2
CYLD	PCNA
CYLD	HNRNPL
CYLD	CCT6A
CYLD	CCT4
CYLD	TCP1
CYLD	RBMX
DHH1	RIM21
DHH1	CAF16
DHH1	PDE2
DHH1	APC1
DHH1	BIL1
DHH1	MDY2
DHH1	DSS4
DHH1	RAD51
DHH1	SDS23
DHH1	PFA5
DHH1	MMM1
DHH1	TOP1
DHH1	MTF1
DHH1	PET111
DHH1	BTS1
DHH1	PIB1
DHH1	CKB2
DHH1	MUD2
DHH1	SHE2
DHH1	DBF4
DHH1	TRS23
DHH1	SLX5
DHH1	PET100
DHH1	INO4
DHH1	DIA2
DHH1	SPI1
DHH1	QRI5
VHL	AKT2
PMS1	SPE1
CUL3	INO4
RAD51	SPE1
AIF1	INO4
FAA1	TOP1
PKC1	SPE1
CUL3	SPE1
FOXA1	ODF2
FOXA1	CIRBP
FOXA1	WDR5
FOXA1	ESR1
FOXA1	PRDX2
FOXA1	DAZAP1
FOXA1	NCOA6
FOXA1	CCT6A
FOXA1	CHD4
FOXA1	DNAJB1
FOXA1	CHD3
SMARCB1	MBIP
ESR1	DNAJB1
ESR1	DNAJB4
MTF1	CHD4
MTF1	RBMX
ESR1	FOXA1
DHH1	SNT1
DHH1	CCT4
DHH1	RPN6
DHH1	HEK2
DHH1	ERG4
DHH1	CCT7
DHH1	CCT5
DHH1	LOS1
DHH1	HRP1
DHH1	BFR1
DHH1	FAA1
DHH1	SEC24
DHH1	UBX2
DHH1	VTI1
DHH1	VAC7
DHH1	SFB2
DHH1	COG3
TAE1	RBMX
TAE1	QKI
TAE1	PRPS1
NAB2	RBMX
TAE1	DAZAP2
HRP1	RBMX
BFR1	TAE1
BFR1	CCT2
BFR1	AVT3
BFR1	RPN6
BFR1	CCT4
BFR1	TCP1
BFR1	RPT3
BFR1	ERG4
BFR1	NAB2
BFR1	TIF2
BFR1	CCT5
BFR1	ARP3
BFR1	MMM1
BFR1	CUE4
BFR1	GAS1
BFR1	LAP2
BFR1	YOL107W
WWOX	SMAD3
HNRNPL	APP
HNRNPL	AR
HNRNPL	CACNB3
HNRNPL	CHD3
HNRNPL	DPYSL2
HNRNPL	EGFR
HNRNPL	EP300
HNRNPL	HNRNPF
HNRNPL	FOXK2
HNRNPL	JAK2
HNRNPL	LRP5
HNRNPL	ATXN1
HNRNPL	SRPK2
HNRNPL	TBL1X
HNRNPL	CUL4A
HNRNPL	RABEP1
HNRNPL	NCOR2
HNRNPL	HS2ST1
HNRNPL	HUWE1
HNRNPL	AHCYL2
HNRNPL	ARIH1
HNRNPL	ANKRD17
HNRNPL	INTS6
HNRNPL	DAZAP1
HNRNPL	WWOX
HNRNPL	TERF2IP
HNRNPL	NLGN3
HNRNPL	ZNF331
HNRNPL	DPYSL5
HNRNPL	TBL1XR1
HNRNPL	COG3
HNRNPL	ANKHD1-EIF4EBP3
AR	KMT2A
AR	FOXA1
KMT2A	AR
LNX1	DZIP3
MIRLET7B	HNRNPL
MIRLET7B	HNRNPF
MIRLET7B	HNRNPK
MIRLET7B	PUM2
MIRLET7D	HNRNPL
MIRLET7D	HNRNPF
MIRLET7D	HNRNPK
MIRLET7F1	HNRNPL
MIRLET7F1	HNRNPF
MIRLET7F1	RBM47
MIRLET7F1	HNRNPK
MIRLET7F1	PUM2
MIRLET7G	HNRNPL
MIRLET7G	HNRNPF
MIRLET7G	HNRNPK
MIRLET7G	PUM2
MIR98	HNRNPL
MIR98	HNRNPF
MIR98	HNRNPK
MIR7-1	HNRNPL
MIR7-1	HNRNPF
MIR7-1	HNRNPK
MIR7-1	QKI
MIR7-1	PUM2
MIR7-2	HNRNPL
MIR7-2	HNRNPF
MIR7-2	HNRNPK
MIR15B	HNRNPL
MIR15B	HNRNPF
MIR15B	HNRNPK
MIR18B	HNRNPL
MIR18B	HNRNPF
MIR18B	HNRNPK
MIR19B2	HNRNPL
MIR19B2	HNRNPF
MIR19B2	HNRNPK
MIR19B2	QKI
MIR20A	HNRNPL
MIR20A	HNRNPF
MIR20A	HNRNPK
MIR20A	DZIP3
MIR25	HNRNPL
MIR25	HNRNPF
MIR25	HNRNPK
MIR31	HNRNPL
MIR31	HNRNPF
MIR31	HNRNPK
MIR34A	HNRNPL
MIR34A	HNRNPF
MIR34A	HNRNPK
MIR106A	HNRNPL
MIR106A	HNRNPF
MIR106A	HNRNPK
MIR106B	HNRNPL
MIR106B	HNRNPF
MIR106B	HNRNPK
MIR107	HNRNPL
MIR107	HNRNPF
MIR107	HNRNPK
MIR128-2	HNRNPL
MIR128-2	HNRNPF
MIR128-2	HNRNPK
MIR128-2	PUM2
MIR143	HNRNPL
MIR143	HNRNPF
MIR143	HNRNPK
MIR363	HNRNPL
MIR363	HNRNPF
MIR363	HNRNPK
DZIP3	MIR20A
MUD2	NAB3
RIM21	PKC1
RIM21	TRS23
RIM21	COG3
RIM21	SAC1
RIM21	GAS1
MDY2	DBF4
MDY2	GAS1
BIL1	SLX5
ADR1	CCT5
MUD2	BTS1
DSS4	TRS23
DSS4	COG3
MDY2	ACS1
MDY2	MCM2
MDY2	PKC1
MDY2	TCP1
MDY2	BTS1
RIM21	MCM2
RIM21	TCP1
UBC	CYLD
PDE2	PDE2
RAD51	PCNA
MUD2	MUD2
MUD2	NAB2
PRIM2	PRIM2
WDR36	WDR36
YTHDC1	YTHDC1
FOXK2	HDAC3
CSNK2A1	KMT2A
CSNK2A1	CCT5
CSNK2A1	WDR5
WDR5	CSNK2A1
WDR5	TCP1
WDR5	CCT2
WDR5	CCT4
WDR5	CCT5
WDR5	CCT3
WDR5	CCT7
WDR5	CCT6A
PCGF6	TCP1
PCGF6	CCT2
PCGF6	CCT4
PCGF6	CCT5
PCGF6	CCT3
PCGF6	CCT7
PCGF6	CCT6A
ARIH1	UBC
PCBP1	CCT4
PCBP1	TUBA4A
PCBP1	YWHAQ
GAS1	GAS1
EGFR	CYLD
KRAS	YWHAE
PCBP1	YWHAE
PCBP1	HNRNPL
PCBP1	CCT3
PCBP1	SMAD2
KRAS	HNRNPF
KRAS	CCT5
KRAS	SRPK2
KRAS	CALM1
KRAS	HNRNPK
PCBP1	PRDX2
LRP6	LRP5
LRP5	LRP6
LRP6	LRP6
